,Progress,Finished,Q25,Q25_4_TEXT,Memberships ,Are You ,Q30,Q30_16_TEXT,Indy,public email,public email at work,Memberships ,Q26,Someoneelse ,Signin2 ,Signin2 _3_TEXT,Q32,Added,Admin ,Access,Instructions,Lost Envelopes,Wrong Inbox,Prefer 
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Mining,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Construction,,No,No,,,,,,,,,,,No,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,Yes,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,Yes,No,No,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,Yes,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,No,Yes,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,"company email (eg. me@company.com),multiple emails (how many different email addresses do you use?)",2,Not Sure,No,Other (please specify):,HR Comp and Benefits,No,No,,,,,,,,,,,No,No,Not sure,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Transportation,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,35,False,company email (eg. me@company.com),,Yes,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,,,,
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Shipping oil & GAS,No,No,,,,,,,,,,,No,Not Sure,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Technology,,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,Yes,Construction,,No,No,,,,,,,,Yes,Not Sure,No,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Accounting and Tax,,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,35,False,multiple emails (how many different email addresses do you use?),10,Yes,Yes,Non-Profit,,No,No,,,,,,,,,,,,,,
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,2-3,Work,No,Work,,,No,No,No,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,74,False,multiple emails (how many different email addresses do you use?),2,No,Yes,Government,,No,No,,,,,,,,No,No,Yes,,,,
IPC,91,False,company email (eg. me@company.com),,No,No,Non-Profit,,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Higher Education,,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,1,Work,Yes,Work,,,No,Yes,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,Yes,Other (please specify):,Engineering,No,No,,,,,,,,No,No,No,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Accounting and Tax,,No,No,,,,,,,,,,,No,Not Sure,Not sure,No opinion
IPC,91,False,company email (eg. me@company.com),,No,Yes,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,Yes,Not Sure,No,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,78,False,company email (eg. me@company.com),,No,No,Construction,,No,No,,,,,,,,,,,No,,,
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Legal Services,,No,No,,,,,,,,,,,No,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Automotive,No,No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,78,False,company email (eg. me@company.com),,No,Yes,Construction,,No,No,,,,,,,,No,Yes,,No,,,
IPC,91,False,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Higher Education,,No,No,,,,,,,,,,,Yes,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Higher Education,,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,No,Yes,Yes,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Education,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Higher Education,,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Yes,No,Government,,No,No,,1,Work,No,Work,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,No,Yes,No,No opinion
IPC,91,False,"company email (eg. me@company.com),multiple emails (how many different email addresses do you use?)",3,No,No,Higher Education,,No,No,,,,,,,,,,,Yes,Yes,Not sure,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Insurance (Insurance Agencies, Insurance Carriers, etc.)",,No,No,,,,,,,,,,,Yes,Not Sure,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Higher Education,,No,No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,Not Sure,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,Yes,Yes,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,Not Sure,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Yes,No,Higher Education,,No,No,,2-3,Work,No,Work,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,74,False,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,,,,
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Mining,No,No,,,,,,,,,,,No,Yes,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Technology,,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,oil and gas,No,No,,,,,,,,,,,No,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,Yes,"Real Estate (Agents, etc.)",,"Yes, I own my own business",No,,,,,,,,No,No,No,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,Technology,,No,Yes,Yes,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Automotive,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,"Yes, I work independently",No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,"company email (eg. me@company.com),public email (eg. me@gmail.com)",,Not Sure,No,"Insurance (Insurance Agencies, Insurance Carriers, etc.)",,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,"company email (eg. me@company.com),multiple emails (how many different email addresses do you use?)",sidney.sekhukhune@angloamerican.com,Yes,No,Other (please specify):,Mining,No,No,,1,Work,No,Work,,,,,,Yes,Yes,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,"Yes, I work independently",No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,No,Not Sure,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,78,False,company email (eg. me@company.com),,No,No,Technology,,No,No,,,,,,,,,,,No,,,
IPC,91,False,multiple emails (how many different email addresses do you use?),2,Not Sure,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Yes,No,Other (please specify):,mining,"Yes, I work independently",No,,1,Work,No,Work,,,,,,No,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,"Insurance (Insurance Agencies, Insurance Carriers, etc.)",,No,No,,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,Yes,No,Construction,,No,No,,1,Work,No,Work,,,,,,Yes,Not Sure,No,No opinion
IPC,91,False,company email (eg. me@company.com),,Not Sure,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,Yes,Not Sure,Not sure,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,Yes,Accounting and Tax,,No,No,,,,,,,,No,Yes,,Yes,Yes,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,No,Yes,No,No opinion
IPC,91,False,multiple emails (how many different email addresses do you use?),marisa_mistico@bat.com,Yes,No,Retail,,No,No,,1,Work,Not Sure,Work,,,,,,Yes,Not Sure,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,Yes,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Other (please specify):,Mining industry. Newmont mining company,No,Yes,No,,,,,,,,,,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Retail,,No,No,,,,,,,,,,,Yes,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,No,No,Accounting and Tax,,No,No,,,,,,,,,,,No,No,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,"Healthcare (Healthcare Providers, Health Plans, etc.)",,No,No,,,,,,,,,,,Yes,Yes,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Government,,No,No,,,,,,,,,,,No,Yes,Not sure,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,91,False,company email (eg. me@company.com),,Not Sure,Yes,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,No,Not Sure,No,No,No,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,Yes,Yes,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,2-3,Work,Not Sure,Work,,,No,Not Sure,Not Sure,No,Not Sure,No,No opinion
IPC,91,False,company email (eg. me@company.com),,No,No,Higher Education,,No,No,,,,,,,,,,,Yes,Yes,No,Make one unified inbox with the capability to filter according to my account memberships
IPC,91,False,company email (eg. me@company.com),,No,No,"Life Sciences (Pharmaceutical Companies, Medical Device Manufacturing, etc.)",,No,No,,,,,,,,,,,No,No,No,I'd like envelopes to show up in separate inboxes according to my accounts memberships
IPC,74,False,company email (eg. me@company.com),,Not Sure,No,"Financial Services (Asset Management, Banking and Lending, Wealth Management, etc.)",,No,No,,,,,,,,,,,,,,
